Date,Category,Amount,Description,User
2024-03-08 00:00:00.000000,Entertainment,623,Concert,Nikshith
2024-03-23 00:00:00.000000,Travel,2853,Train Ticket,Nikshith
2024-03-14 00:00:00.000000,Transport,1151,Petrol,Nikshith
2024-03-28 00:00:00.000000,Transport,2211,Petrol,Nikshith
2024-03-08 00:00:00.000000,Travel,2011,Trip,Nikshith
2024-03-04 00:00:00.000000,Rent,5790,Hostel Rent,Nikshith
2024-03-25 00:00:00.000000,Shopping,2377,Amazon Order,Nikshith
2024-04-21 00:00:00.000000,Food,1044,Groceries,Nikshith
2024-04-23 00:00:00.000000,Rent,11168,Hostel Rent,Nikshith
2024-04-11 00:00:00.000000,Transport,1564,Petrol,Nikshith
2024-04-09 00:00:00.000000,Transport,1545,Petrol,Nikshith
2024-04-04 00:00:00.000000,Entertainment,1530,Game,Nikshith
2024-04-10 00:00:00.000000,Rent,9067,Hostel Rent,Nikshith
2024-04-23 00:00:00.000000,Rent,7012,Room Rent,Nikshith
2024-04-13 00:00:00.000000,Food,403,Dinner,Nikshith
2024-04-03 00:00:00.000000,Travel,1740,Taxi,Nikshith
2024-04-26 00:00:00.000000,Entertainment,289,Concert,Nikshith
2024-04-06 00:00:00.000000,Transport,2250,Petrol,Nikshith
2024-04-02 00:00:00.000000,Entertainment,1671,Movie,Nikshith
2024-04-22 00:00:00.000000,Travel,1704,Train Ticket,Nikshith
2024-04-10 00:00:00.000000,Rent,11236,House Rent,Nikshith
2024-04-27 00:00:00.000000,Transport,532,Petrol,Nikshith
2024-04-03 00:00:00.000000,Shopping,2042,Electronics,Nikshith
2024-04-28 00:00:00.000000,Food,2168,Breakfast,Nikshith
2024-04-16 00:00:00.000000,Shopping,598,Shoes,Nikshith
2024-04-14 00:00:00.000000,Rent,7057,Hostel Rent,Nikshith
2024-04-03 00:00:00.000000,Food,1519,Groceries,Nikshith
2024-05-15 00:00:00.000000,Transport,441,Uber,Nikshith
2024-05-11 00:00:00.000000,Travel,727,Train Ticket,Nikshith
2024-05-27 00:00:00.000000,Transport,434,Auto Ride,Nikshith
2024-05-20 00:00:00.000000,Transport,878,Metro Ticket,Nikshith
2024-05-22 00:00:00.000000,Transport,1375,Metro Ticket,Nikshith
2024-05-26 00:00:00.000000,Entertainment,1967,Game,Nikshith
2024-05-15 00:00:00.000000,Shopping,1614,Amazon Order,Nikshith
2024-05-24 00:00:00.000000,Transport,1654,Petrol,Nikshith
2024-05-11 00:00:00.000000,Shopping,1981,Clothes,Nikshith
2024-05-23 00:00:00.000000,Travel,1626,Flight,Nikshith
2024-05-24 00:00:00.000000,Food,567,Snacks,Nikshith
2024-05-06 00:00:00.000000,Transport,1760,Uber,Nikshith
2024-05-12 00:00:00.000000,Shopping,168,Amazon Order,Nikshith
2024-05-02 00:00:00.000000,Transport,358,Petrol,Nikshith
2024-05-01 00:00:00.000000,Entertainment,2390,Netflix,Nikshith
2024-05-21 00:00:00.000000,Rent,5334,House Rent,Nikshith
2024-05-25 00:00:00.000000,Transport,1591,Petrol,Nikshith
2024-05-20 00:00:00.000000,Rent,9909,Hostel Rent,Nikshith
2024-05-20 00:00:00.000000,Rent,11236,Room Rent,Nikshith
2024-06-08 00:00:00.000000,Entertainment,1884,Movie,Nikshith
2024-06-16 00:00:00.000000,Food,1699,Groceries,Nikshith
2024-06-24 00:00:00.000000,Transport,1769,Uber,Nikshith
2024-06-16 00:00:00.000000,Shopping,2054,Accessories,Nikshith
2024-06-10 00:00:00.000000,Transport,236,Petrol,Nikshith
2024-06-04 00:00:00.000000,Travel,2214,Trip,Nikshith
2024-06-20 00:00:00.000000,Food,1907,Cafe,Nikshith
2024-06-18 00:00:00.000000,Transport,649,Uber,Nikshith
2024-06-14 00:00:00.000000,Entertainment,436,Netflix,Nikshith
2024-06-14 00:00:00.000000,Travel,1476,Train Ticket,Nikshith
2024-06-09 00:00:00.000000,Transport,2452,Metro Ticket,Nikshith
2024-06-05 00:00:00.000000,Transport,767,Metro Ticket,Nikshith
2024-06-11 00:00:00.000000,Shopping,1296,Electronics,Nikshith
2024-06-03 00:00:00.000000,Transport,690,Petrol,Nikshith
2024-06-08 00:00:00.000000,Rent,10806,Room Rent,Nikshith
2024-06-27 00:00:00.000000,Travel,2703,Flight,Nikshith
2024-06-13 00:00:00.000000,Entertainment,2101,Concert,Nikshith
2024-06-13 00:00:00.000000,Travel,1378,Trip,Nikshith
2024-07-22 00:00:00.000000,Food,664,Snacks,Nikshith
2024-07-24 00:00:00.000000,Entertainment,440,Game,Nikshith
2024-07-13 00:00:00.000000,Transport,1114,Auto Ride,Nikshith
2024-07-10 00:00:00.000000,Travel,2501,Bus Ticket,Nikshith
2024-07-05 00:00:00.000000,Entertainment,1850,Movie,Nikshith
2024-07-02 00:00:00.000000,Entertainment,1290,Game,Nikshith
2024-07-11 00:00:00.000000,Entertainment,1942,Game,Nikshith
2024-07-25 00:00:00.000000,Travel,2020,Trip,Nikshith
2024-07-03 00:00:00.000000,Rent,6474,House Rent,Nikshith
2024-07-27 00:00:00.000000,Entertainment,787,Concert,Nikshith
2024-07-26 00:00:00.000000,Rent,6557,Room Rent,Nikshith
2024-07-28 00:00:00.000000,Food,2320,Dinner,Nikshith
2024-07-08 00:00:00.000000,Shopping,204,Shoes,Nikshith
2024-07-14 00:00:00.000000,Food,2287,Lunch,Nikshith
2024-07-06 00:00:00.000000,Transport,727,Auto Ride,Nikshith
2024-08-08 00:00:00.000000,Travel,2052,Trip,Nikshith
2024-08-11 00:00:00.000000,Rent,11486,House Rent,Nikshith
2024-08-11 00:00:00.000000,Entertainment,474,Game,Nikshith
2024-08-03 00:00:00.000000,Entertainment,2435,Netflix,Nikshith
2024-08-11 00:00:00.000000,Shopping,2152,Accessories,Nikshith
2024-08-13 00:00:00.000000,Entertainment,121,Netflix,Nikshith
2024-08-03 00:00:00.000000,Shopping,2475,Shoes,Nikshith
2024-08-22 00:00:00.000000,Transport,1363,Metro Ticket,Nikshith
2024-08-28 00:00:00.000000,Food,968,Breakfast,Nikshith
2024-08-02 00:00:00.000000,Shopping,222,Electronics,Nikshith
2024-08-07 00:00:00.000000,Transport,1341,Petrol,Nikshith
2024-08-07 00:00:00.000000,Food,1531,Lunch,Nikshith
2024-08-18 00:00:00.000000,Food,249,Groceries,Nikshith
2024-08-18 00:00:00.000000,Entertainment,671,Concert,Nikshith
2024-08-24 00:00:00.000000,Food,450,Cafe,Nikshith
2024-09-07 00:00:00.000000,Travel,2251,Taxi,Nikshith
2024-09-25 00:00:00.000000,Shopping,1815,Shoes,Nikshith
2024-09-20 00:00:00.000000,Transport,433,Metro Ticket,Nikshith
2024-09-12 00:00:00.000000,Travel,3238,Trip,Nikshith
2024-09-13 00:00:00.000000,Travel,1988,Taxi,Nikshith
2024-09-28 00:00:00.000000,Food,1027,Cafe,Nikshith
2024-09-20 00:00:00.000000,Entertainment,1355,Netflix,Nikshith
2024-09-04 00:00:00.000000,Transport,1607,Petrol,Nikshith
2024-09-09 00:00:00.000000,Food,758,Groceries,Nikshith
2024-09-16 00:00:00.000000,Transport,396,Metro Ticket,Nikshith
2024-09-15 00:00:00.000000,Entertainment,1779,Game,Nikshith
2024-09-07 00:00:00.000000,Transport,1180,Metro Ticket,Nikshith
2024-09-18 00:00:00.000000,Shopping,970,Shoes,Nikshith
2024-09-14 00:00:00.000000,Transport,303,Petrol,Nikshith
2024-09-28 00:00:00.000000,Transport,1291,Petrol,Nikshith
2024-09-07 00:00:00.000000,Rent,5829,House Rent,Nikshith
2024-09-08 00:00:00.000000,Shopping,2029,Shoes,Nikshith
2024-09-02 00:00:00.000000,Transport,2500,Petrol,Nikshith
2024-09-06 00:00:00.000000,Shopping,942,Shoes,Nikshith
2024-10-18 00:00:00.000000,Transport,1386,Petrol,Nikshith
2024-10-10 00:00:00.000000,Rent,9788,Room Rent,Nikshith
2024-10-20 00:00:00.000000,Entertainment,846,Game,Nikshith
2024-10-07 00:00:00.000000,Rent,9631,Room Rent,Nikshith
2024-10-21 00:00:00.000000,Food,1848,Lunch,Nikshith
2024-10-20 00:00:00.000000,Transport,1608,Metro Ticket,Nikshith
2024-10-28 00:00:00.000000,Travel,2602,Train Ticket,Nikshith
2024-10-14 00:00:00.000000,Rent,9299,House Rent,Nikshith
2024-10-28 00:00:00.000000,Transport,1342,Metro Ticket,Nikshith
2024-10-05 00:00:00.000000,Transport,2302,Metro Ticket,Nikshith
2024-10-13 00:00:00.000000,Transport,297,Uber,Nikshith
2024-10-05 00:00:00.000000,Shopping,2059,Shoes,Nikshith
2024-10-14 00:00:00.000000,Rent,5824,House Rent,Nikshith
2024-10-19 00:00:00.000000,Rent,9266,Room Rent,Nikshith
2024-10-04 00:00:00.000000,Shopping,717,Shoes,Nikshith
2024-10-09 00:00:00.000000,Shopping,625,Amazon Order,Nikshith
2024-10-15 00:00:00.000000,Travel,693,Trip,Nikshith
2024-10-08 00:00:00.000000,Travel,1503,Bus Ticket,Nikshith
2024-10-04 00:00:00.000000,Entertainment,1731,Game,Nikshith
2024-10-09 00:00:00.000000,Shopping,683,Amazon Order,Nikshith
2024-11-06 00:00:00.000000,Shopping,394,Accessories,Nikshith
2024-11-18 00:00:00.000000,Shopping,1823,Accessories,Nikshith
2024-11-23 00:00:00.000000,Travel,1816,Taxi,Nikshith
2024-11-12 00:00:00.000000,Entertainment,2228,Netflix,Nikshith
2024-11-25 00:00:00.000000,Entertainment,1700,Netflix,Nikshith
2024-11-11 00:00:00.000000,Shopping,761,Shoes,Nikshith
2024-11-13 00:00:00.000000,Travel,2628,Train Ticket,Nikshith
2024-11-16 00:00:00.000000,Transport,1604,Metro Ticket,Nikshith
2024-11-01 00:00:00.000000,Food,2128,Breakfast,Nikshith
2024-11-08 00:00:00.000000,Food,756,Dinner,Nikshith
2024-11-02 00:00:00.000000,Rent,11752,Room Rent,Nikshith
2024-11-22 00:00:00.000000,Entertainment,1001,Concert,Nikshith
2024-11-21 00:00:00.000000,Entertainment,548,Netflix,Nikshith
2024-11-16 00:00:00.000000,Food,2298,Lunch,Nikshith
2024-11-07 00:00:00.000000,Rent,10815,Hostel Rent,Nikshith
2024-11-27 00:00:00.000000,Shopping,1995,Accessories,Nikshith
2024-11-01 00:00:00.000000,Entertainment,1711,Movie,Nikshith
2024-11-22 00:00:00.000000,Travel,3388,Flight,Nikshith
2024-11-27 00:00:00.000000,Entertainment,1826,Netflix,Nikshith
2024-11-25 00:00:00.000000,Entertainment,2175,Concert,Nikshith
2024-12-26 00:00:00.000000,Travel,2752,Bus Ticket,Nikshith
2024-12-20 00:00:00.000000,Travel,3499,Bus Ticket,Nikshith
2024-12-06 00:00:00.000000,Shopping,583,Electronics,Nikshith
2024-12-24 00:00:00.000000,Food,1684,Lunch,Nikshith
2024-12-08 00:00:00.000000,Entertainment,1546,Concert,Nikshith
2024-12-20 00:00:00.000000,Shopping,120,Clothes,Nikshith
2024-12-04 00:00:00.000000,Transport,2061,Auto Ride,Nikshith
2024-12-12 00:00:00.000000,Travel,2739,Train Ticket,Nikshith
2024-12-23 00:00:00.000000,Transport,1986,Petrol,Nikshith
2024-12-04 00:00:00.000000,Travel,845,Flight,Nikshith
2024-12-09 00:00:00.000000,Travel,1337,Trip,Nikshith
2024-12-26 00:00:00.000000,Travel,3282,Trip,Nikshith
2024-12-18 00:00:00.000000,Food,1708,Breakfast,Nikshith
2024-12-02 00:00:00.000000,Travel,2446,Train Ticket,Nikshith
2024-12-23 00:00:00.000000,Rent,5394,Hostel Rent,Nikshith
2024-12-01 00:00:00.000000,Transport,444,Auto Ride,Nikshith
2024-12-28 00:00:00.000000,Rent,9221,House Rent,Nikshith
2025-01-02 00:00:00.000000,Food,563,Cafe,Nikshith
2025-01-07 00:00:00.000000,Shopping,2000,Amazon Order,Nikshith
2025-01-05 00:00:00.000000,Shopping,1387,Accessories,Nikshith
2025-01-26 00:00:00.000000,Shopping,1376,Electronics,Nikshith
2025-01-21 00:00:00.000000,Rent,7904,House Rent,Nikshith
2025-01-14 00:00:00.000000,Transport,1301,Petrol,Nikshith
2025-01-28 00:00:00.000000,Shopping,2207,Electronics,Nikshith
2025-01-11 00:00:00.000000,Entertainment,1781,Netflix,Nikshith
2025-01-09 00:00:00.000000,Shopping,922,Amazon Order,Nikshith
2025-01-16 00:00:00.000000,Shopping,1038,Clothes,Nikshith
2025-01-27 00:00:00.000000,Transport,1289,Metro Ticket,Nikshith
2025-01-05 00:00:00.000000,Transport,264,Auto Ride,Nikshith
2025-01-19 00:00:00.000000,Shopping,241,Amazon Order,Nikshith
2025-01-25 00:00:00.000000,Food,2374,Cafe,Nikshith
2025-01-16 00:00:00.000000,Food,1303,Groceries,Nikshith
2025-01-03 00:00:00.000000,Shopping,2287,Shoes,Nikshith
2025-01-08 00:00:00.000000,Entertainment,1034,Game,Nikshith
2025-01-19 00:00:00.000000,Travel,2458,Flight,Nikshith
2025-02-07 00:00:00.000000,Entertainment,105,Netflix,Nikshith
2025-02-25 00:00:00.000000,Entertainment,1580,Concert,Nikshith
2025-02-17 00:00:00.000000,Shopping,201,Electronics,Nikshith
2025-02-22 00:00:00.000000,Shopping,1361,Accessories,Nikshith
2025-02-10 00:00:00.000000,Travel,3463,Bus Ticket,Nikshith
2025-02-02 00:00:00.000000,Shopping,767,Amazon Order,Nikshith
2025-02-02 00:00:00.000000,Transport,718,Petrol,Nikshith
2025-02-16 00:00:00.000000,Shopping,1969,Electronics,Nikshith
2025-02-14 00:00:00.000000,Rent,7679,Room Rent,Nikshith
2025-02-07 00:00:00.000000,Shopping,1872,Clothes,Nikshith
2025-02-06 00:00:00.000000,Travel,3134,Taxi,Nikshith
2025-02-25 00:00:00.000000,Travel,539,Trip,Nikshith
2025-02-08 00:00:00.000000,Food,2478,Groceries,Nikshith
2025-02-12 00:00:00.000000,Travel,2852,Flight,Nikshith
2025-02-24 00:00:00.000000,Rent,10384,Room Rent,Nikshith
2025-02-23 00:00:00.000000,Rent,7630,Hostel Rent,Nikshith
2025-03-23 00:00:00.000000,Food,1416,Breakfast,Nikshith
2025-03-15 00:00:00.000000,Travel,3112,Trip,Nikshith
2025-03-05 00:00:00.000000,Transport,762,Uber,Nikshith
2025-03-28 00:00:00.000000,Shopping,1844,Shoes,Nikshith
2025-03-22 00:00:00.000000,Travel,1191,Bus Ticket,Nikshith
2025-03-22 00:00:00.000000,Food,1726,Dinner,Nikshith
2025-03-09 00:00:00.000000,Rent,6748,Hostel Rent,Nikshith
2025-03-11 00:00:00.000000,Travel,1229,Bus Ticket,Nikshith
2025-03-09 00:00:00.000000,Travel,3024,Flight,Nikshith
2025-03-19 00:00:00.000000,Transport,1675,Auto Ride,Nikshith
2025-03-28 00:00:00.000000,Transport,1594,Uber,Nikshith
2025-03-04 00:00:00.000000,Rent,10966,Hostel Rent,Nikshith
2025-03-27 00:00:00.000000,Shopping,1190,Accessories,Nikshith
2025-03-23 00:00:00.000000,Transport,1389,Metro Ticket,Nikshith
2025-03-13 00:00:00.000000,Rent,6773,Hostel Rent,Nikshith
2025-03-23 00:00:00.000000,Rent,9930,House Rent,Nikshith
2025-03-26 00:00:00.000000,Entertainment,1663,Game,Nikshith
2025-03-18 00:00:00.000000,Food,668,Lunch,Nikshith
2025-03-23 00:00:00.000000,Travel,3106,Bus Ticket,Nikshith
2025-03-19 00:00:00.000000,Shopping,1101,Clothes,Nikshith
2025-04-28 00:00:00.000000,Rent,8393,Hostel Rent,Nikshith
2025-04-02 00:00:00.000000,Shopping,1399,Accessories,Nikshith
2025-04-13 00:00:00.000000,Entertainment,241,Game,Nikshith
2025-04-18 00:00:00.000000,Rent,7464,House Rent,Nikshith
2025-04-12 00:00:00.000000,Rent,8941,Hostel Rent,Nikshith
2025-04-28 00:00:00.000000,Food,2166,Dinner,Nikshith
2025-04-01 00:00:00.000000,Travel,998,Trip,Nikshith
2025-04-25 00:00:00.000000,Transport,2303,Metro Ticket,Nikshith
2025-04-17 00:00:00.000000,Transport,812,Uber,Nikshith
2025-04-09 00:00:00.000000,Entertainment,202,Netflix,Nikshith
2025-04-26 00:00:00.000000,Shopping,1215,Shoes,Nikshith
2025-04-09 00:00:00.000000,Shopping,2107,Clothes,Nikshith
2025-04-11 00:00:00.000000,Entertainment,1107,Game,Nikshith
2025-04-19 00:00:00.000000,Shopping,888,Amazon Order,Nikshith
2025-04-12 00:00:00.000000,Transport,924,Metro Ticket,Nikshith
2025-04-25 00:00:00.000000,Entertainment,643,Netflix,Nikshith
2025-04-01 00:00:00.000000,Rent,11547,Room Rent,Nikshith
2025-04-07 00:00:00.000000,Rent,9084,Room Rent,Nikshith
2025-05-13 00:00:00.000000,Transport,660,Metro Ticket,Nikshith
2025-05-02 00:00:00.000000,Transport,681,Uber,Nikshith
2025-05-06 00:00:00.000000,Food,387,Dinner,Nikshith
2025-05-06 00:00:00.000000,Transport,1862,Auto Ride,Nikshith
2025-05-21 00:00:00.000000,Entertainment,2133,Concert,Nikshith
2025-05-19 00:00:00.000000,Shopping,428,Electronics,Nikshith
2025-05-06 00:00:00.000000,Travel,2747,Trip,Nikshith
2025-05-23 00:00:00.000000,Transport,741,Metro Ticket,Nikshith
2025-05-04 00:00:00.000000,Travel,3209,Flight,Nikshith
2025-05-13 00:00:00.000000,Rent,9967,House Rent,Nikshith
2025-05-03 00:00:00.000000,Food,176,Cafe,Nikshith
2025-05-21 00:00:00.000000,Rent,7232,Hostel Rent,Nikshith
2025-05-28 00:00:00.000000,Rent,6771,House Rent,Nikshith
2025-05-21 00:00:00.000000,Transport,621,Metro Ticket,Nikshith
2025-05-27 00:00:00.000000,Entertainment,1103,Game,Nikshith
2025-05-13 00:00:00.000000,Rent,11770,Hostel Rent,Nikshith
2025-05-23 00:00:00.000000,Food,1276,Groceries,Nikshith
2025-05-22 00:00:00.000000,Shopping,186,Amazon Order,Nikshith
2025-06-25 00:00:00.000000,Transport,136,Petrol,Nikshith
2025-06-24 00:00:00.000000,Travel,1847,Bus Ticket,Nikshith
2025-06-26 00:00:00.000000,Rent,10883,House Rent,Nikshith
2025-06-25 00:00:00.000000,Entertainment,2261,Game,Nikshith
2025-06-10 00:00:00.000000,Transport,972,Petrol,Nikshith
2025-06-16 00:00:00.000000,Travel,3040,Trip,Nikshith
2025-06-06 00:00:00.000000,Food,2074,Dinner,Nikshith
2025-06-20 00:00:00.000000,Rent,8526,Room Rent,Nikshith
2025-06-15 00:00:00.000000,Rent,8607,Hostel Rent,Nikshith
2025-06-27 00:00:00.000000,Rent,9659,House Rent,Nikshith
2025-06-10 00:00:00.000000,Transport,628,Auto Ride,Nikshith
2025-06-07 00:00:00.000000,Food,299,Dinner,Nikshith
2025-06-12 00:00:00.000000,Rent,7096,House Rent,Nikshith
2025-06-17 00:00:00.000000,Entertainment,556,Game,Nikshith
2025-06-01 00:00:00.000000,Shopping,1853,Accessories,Nikshith
2025-07-10 00:00:00.000000,Rent,8515,House Rent,Nikshith
2025-07-06 00:00:00.000000,Entertainment,1776,Movie,Nikshith
2025-07-03 00:00:00.000000,Entertainment,1248,Netflix,Nikshith
2025-07-10 00:00:00.000000,Transport,1640,Auto Ride,Nikshith
2025-07-03 00:00:00.000000,Travel,2720,Train Ticket,Nikshith
2025-07-14 00:00:00.000000,Entertainment,1266,Game,Nikshith
2025-07-07 00:00:00.000000,Rent,9771,Room Rent,Nikshith
2025-07-04 00:00:00.000000,Transport,2121,Petrol,Nikshith
2025-07-16 00:00:00.000000,Food,1818,Snacks,Nikshith
2025-07-21 00:00:00.000000,Shopping,1919,Electronics,Nikshith
2025-07-19 00:00:00.000000,Rent,10795,Hostel Rent,Nikshith
2025-07-21 00:00:00.000000,Transport,1730,Metro Ticket,Nikshith
2025-07-19 00:00:00.000000,Rent,8920,Hostel Rent,Nikshith
2025-07-25 00:00:00.000000,Food,1794,Breakfast,Nikshith
2025-07-25 00:00:00.000000,Transport,368,Auto Ride,Nikshith
2025-07-26 00:00:00.000000,Food,2253,Breakfast,Nikshith
2025-07-21 00:00:00.000000,Transport,328,Petrol,Nikshith
2025-07-15 00:00:00.000000,Transport,1914,Auto Ride,Nikshith
2025-07-03 00:00:00.000000,Rent,10675,Room Rent,Nikshith
2025-08-07 00:00:00.000000,Transport,1787,Auto Ride,Nikshith
2025-08-17 00:00:00.000000,Rent,10109,House Rent,Nikshith
2025-08-16 00:00:00.000000,Transport,1242,Petrol,Nikshith
2025-08-28 00:00:00.000000,Transport,492,Petrol,Nikshith
2025-08-18 00:00:00.000000,Shopping,410,Accessories,Nikshith
2025-08-11 00:00:00.000000,Food,649,Groceries,Nikshith
2025-08-24 00:00:00.000000,Rent,5968,Room Rent,Nikshith
2025-08-09 00:00:00.000000,Rent,11832,House Rent,Nikshith
2025-08-19 00:00:00.000000,Transport,2415,Auto Ride,Nikshith
2025-08-01 00:00:00.000000,Transport,1397,Metro Ticket,Nikshith
2025-08-07 00:00:00.000000,Food,2216,Dinner,Nikshith
2025-08-04 00:00:00.000000,Food,1454,Dinner,Nikshith
2025-08-23 00:00:00.000000,Entertainment,1828,Concert,Nikshith
2025-08-15 00:00:00.000000,Rent,6514,Room Rent,Nikshith
2025-08-12 00:00:00.000000,Food,1989,Dinner,Nikshith
2025-08-24 00:00:00.000000,Entertainment,2163,Netflix,Nikshith
2025-08-22 00:00:00.000000,Food,2067,Lunch,Nikshith
2025-09-06 00:00:00.000000,Entertainment,1277,Game,Nikshith
2025-09-08 00:00:00.000000,Food,2148,Cafe,Nikshith
2025-09-27 00:00:00.000000,Rent,10289,House Rent,Nikshith
2025-09-20 00:00:00.000000,Travel,3358,Trip,Nikshith
2025-09-11 00:00:00.000000,Entertainment,1415,Movie,Nikshith
2025-09-13 00:00:00.000000,Shopping,860,Clothes,Nikshith
2025-09-28 00:00:00.000000,Travel,3321,Bus Ticket,Nikshith
2025-09-20 00:00:00.000000,Food,324,Groceries,Nikshith
2025-09-09 00:00:00.000000,Shopping,2421,Amazon Order,Nikshith
2025-09-14 00:00:00.000000,Rent,6888,Room Rent,Nikshith
2025-09-16 00:00:00.000000,Rent,8128,House Rent,Nikshith
2025-09-25 00:00:00.000000,Food,160,Snacks,Nikshith
2025-09-06 00:00:00.000000,Food,1605,Cafe,Nikshith
2025-09-09 00:00:00.000000,Transport,1008,Auto Ride,Nikshith
2025-09-26 00:00:00.000000,Entertainment,1740,Netflix,Nikshith
2025-09-10 00:00:00.000000,Travel,3377,Taxi,Nikshith
2025-10-07 00:00:00.000000,Travel,1462,Bus Ticket,Nikshith
2025-10-07 00:00:00.000000,Entertainment,1338,Concert,Nikshith
2025-10-04 00:00:00.000000,Entertainment,801,Movie,Nikshith
2025-10-03 00:00:00.000000,Transport,649,Metro Ticket,Nikshith
2025-10-16 00:00:00.000000,Entertainment,1827,Movie,Nikshith
2025-10-11 00:00:00.000000,Entertainment,2260,Movie,Nikshith
2025-10-09 00:00:00.000000,Entertainment,1113,Netflix,Nikshith
2025-10-21 00:00:00.000000,Travel,2304,Trip,Nikshith
2025-10-26 00:00:00.000000,Transport,1009,Petrol,Nikshith
2025-10-24 00:00:00.000000,Travel,2379,Train Ticket,Nikshith
2025-10-01 00:00:00.000000,Food,1582,Breakfast,Nikshith
2025-10-01 00:00:00.000000,Entertainment,2321,Netflix,Nikshith
2025-10-15 00:00:00.000000,Food,2423,Snacks,Nikshith
2025-10-11 00:00:00.000000,Food,2002,Snacks,Nikshith
2025-10-21 00:00:00.000000,Travel,2508,Train Ticket,Nikshith
2025-10-12 00:00:00.000000,Rent,5965,House Rent,Nikshith
2025-10-23 00:00:00.000000,Entertainment,415,Netflix,Nikshith
2025-10-11 00:00:00.000000,Travel,2021,Trip,Nikshith
2025-10-03 00:00:00.000000,Transport,995,Uber,Nikshith
2025-11-15 00:00:00.000000,Shopping,1371,Clothes,Nikshith
2025-11-01 00:00:00.000000,Transport,324,Auto Ride,Nikshith
2025-11-12 00:00:00.000000,Entertainment,115,Concert,Nikshith
2025-11-28 00:00:00.000000,Transport,1074,Uber,Nikshith
2025-11-09 00:00:00.000000,Entertainment,2281,Game,Nikshith
2025-11-02 00:00:00.000000,Travel,3250,Bus Ticket,Nikshith
2025-11-27 00:00:00.000000,Transport,1025,Auto Ride,Nikshith
2025-11-21 00:00:00.000000,Rent,8630,Room Rent,Nikshith
2025-11-25 00:00:00.000000,Food,1950,Groceries,Nikshith
2025-11-25 00:00:00.000000,Rent,5903,Room Rent,Nikshith
2025-11-11 00:00:00.000000,Transport,1242,Metro Ticket,Nikshith
2025-11-01 00:00:00.000000,Food,810,Cafe,Nikshith
2025-11-24 00:00:00.000000,Food,134,Lunch,Nikshith
2025-11-21 00:00:00.000000,Food,2075,Cafe,Nikshith
2025-11-19 00:00:00.000000,Rent,6884,House Rent,Nikshith
2025-12-25 00:00:00.000000,Travel,2302,Trip,Nikshith
2025-12-06 00:00:00.000000,Travel,3262,Trip,Nikshith
2025-12-27 00:00:00.000000,Food,1834,Lunch,Nikshith
2025-12-24 00:00:00.000000,Food,1480,Snacks,Nikshith
2025-12-18 00:00:00.000000,Shopping,1332,Shoes,Nikshith
2025-12-22 00:00:00.000000,Travel,511,Trip,Nikshith
2025-12-18 00:00:00.000000,Entertainment,582,Netflix,Nikshith
2025-12-27 00:00:00.000000,Entertainment,744,Concert,Nikshith
2025-12-20 00:00:00.000000,Travel,3236,Flight,Nikshith
2025-12-12 00:00:00.000000,Shopping,2312,Amazon Order,Nikshith
2025-12-24 00:00:00.000000,Transport,1662,Auto Ride,Nikshith
2025-12-16 00:00:00.000000,Travel,1784,Train Ticket,Nikshith
2025-12-01 00:00:00.000000,Rent,5210,Room Rent,Nikshith
2025-12-02 00:00:00.000000,Transport,265,Petrol,Nikshith
2025-12-11 00:00:00.000000,Rent,9374,Hostel Rent,Nikshith
2025-12-15 00:00:00.000000,Food,1049,Lunch,Nikshith
2025-12-17 00:00:00.000000,Rent,11364,Hostel Rent,Nikshith
2025-12-22 00:00:00.000000,Food,533,Snacks,Nikshith
2025-12-18 00:00:00.000000,Rent,6692,Room Rent,Nikshith
2025-12-03 00:00:00.000000,Travel,1936,Train Ticket,Nikshith
2026-01-25 00:00:00.000000,Food,1663,Lunch,Nikshith
2026-01-12 00:00:00.000000,Transport,773,Metro Ticket,Nikshith
2026-01-15 00:00:00.000000,Food,1323,Lunch,Nikshith
2026-01-20 00:00:00.000000,Food,776,Groceries,Nikshith
2026-01-28 00:00:00.000000,Entertainment,427,Netflix,Nikshith
2026-01-06 00:00:00.000000,Food,1809,Breakfast,Nikshith
2026-01-24 00:00:00.000000,Shopping,940,Accessories,Nikshith
2026-01-28 00:00:00.000000,Travel,1995,Bus Ticket,Nikshith
2026-01-12 00:00:00.000000,Travel,2638,Bus Ticket,Nikshith
2026-01-14 00:00:00.000000,Shopping,2127,Accessories,Nikshith
2026-01-13 00:00:00.000000,Travel,2146,Bus Ticket,Nikshith
2026-01-27 00:00:00.000000,Transport,1478,Auto Ride,Nikshith
2026-01-05 00:00:00.000000,Food,535,Snacks,Nikshith
2026-01-16 00:00:00.000000,Food,1968,Dinner,Nikshith
2026-01-28 00:00:00.000000,Rent,6874,Room Rent,Nikshith
2026-01-15 00:00:00.000000,Rent,11824,Hostel Rent,Nikshith
2026-01-25 00:00:00.000000,Shopping,2110,Shoes,Nikshith
2026-01-16 00:00:00.000000,Rent,9714,House Rent,Nikshith
2026-01-27 00:00:00.000000,Transport,353,Metro Ticket,Nikshith
2026-02-08 00:00:00.000000,Rent,9846,House Rent,Nikshith
2026-02-06 00:00:00.000000,Rent,8343,House Rent,Nikshith
2026-02-21 00:00:00.000000,Food,2152,Dinner,Nikshith
2026-02-21 00:00:00.000000,Travel,725,Train Ticket,Nikshith
